filename,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17, Back, Fetal, Side, Stomach
100_jpg.rf.1b537eff4b5b06aaead61d0ea2bbc1e9.jpg,0.29780290126800535,0.7484189987182617,0.28925566673278813,0.7255639076232911,0.29089457988739015,0.7435879230499267,0.30013079643249513,0.6883265018463135,0.29521079063415523,0.7286282062530518,0.3624567031860352,0.6599956035614014,0.40930943489074706,0.7326594829559326,0.4075475215911865,0.7495094776153565,0.45613832473754884,0.8528619766235351,0.31339414119720455,0.7295622825622559,0.29365479946136475,0.871769905090332,0.7490216255187989,0.5647828578948975,0.7726043701171875,0.6232848644256592,0.9259759902954101,0.7822601318359375,0.959040641784668,0.8264482498168946,1.2245464324951172,0.7929195404052735,1.2083263397216797,0.82222900390625,0,0,1,0
100_jpg.rf.a546b7b235a5666e5820b210ec2d4b09.jpg,0.4144463539123535,0.6819003105163575,0.3900365591049194,0.66319899559021,0.39713010787963865,0.6876380920410157,0.3659172058105469,0.6517252445220947,0.37422637939453124,0.7118366718292236,0.4027822017669678,0.6459813594818116,0.4015158176422119,0.7053792476654053,0.4114535331726074,0.67702054977417,0.3793592691421509,0.7307655334472656,0.291185188293457,0.7170315265655518,0.31185600757598875,0.7295374393463134,0.5188153266906739,0.7280383110046388,0.5148444175720214,0.7671515464782714,0.6555627346038818,0.5896003723144532,0.6780577659606933,0.6301980972290039,0.7633671283721923,0.8715024948120117,0.7510773181915283,0.8828226089477539,0,0,1,0
100_jpg.rf.e400a72eadcb4711fa7d3d8af2b8c8d8.jpg,0.2559765338897705,0.7488925933837891,0.23825061321258545,0.7155927181243896,0.21544742584228516,0.7502670764923096,0.23202221393585204,0.6956251621246338,0.1503340482711792,0.784616231918335,0.33491394519805906,0.6872171878814697,0.18665835857391355,0.8130613327026367,0.418260383605957,0.6624080181121826,0.23819918632507325,0.8600823402404785,0.2810681343078613,0.7083309650421142,0.21876871585845947,0.8166944503784179,0.4936239242553711,0.8038934707641602,0.3940258264541626,0.8662416458129882,0.6488274097442627,0.610887098312378,0.6159055709838868,0.640169906616211,0.7407186031341553,0.9146313667297363,0.7446727275848388,0.8604941368103027,0,0,1,0
101_jpg.rf.6e402620b877103d87cc23f963d32e06.jpg,1.2720722198486327,0.6422295570373536,1.2802139282226563,0.6297650814056397,1.2863521575927734,0.6286824703216553,1.2907091140747071,0.6569080829620362,1.3066985130310058,0.6577677249908447,1.23394775390625,0.7717998504638672,1.230422592163086,0.7597935199737549,1.1055682182312012,0.932501220703125,1.1534147262573242,0.9275067329406739,1.241225528717041,0.6495520591735839,1.287381362915039,0.6386212825775146,0.966617488861084,0.871610164642334,0.9672261238098144,0.8500514984130859,0.7978326797485351,0.6633766174316407,0.8174179077148438,0.6547047138214112,0.6455878734588623,0.752134895324707,0.6531024932861328,0.7575811386108399,0,1,0,0
101_jpg.rf.effd735d180e4e55758f8faa8c7aff77.jpg,0.7171732902526856,0.20710082054138185,0.7604660987854004,0.1764643907546997,0.7265355587005615,0.17782628536224365,0.8470502853393554,0.19356273412704467,0.7585239410400391,0.1777072191238403,0.8845808029174804,0.3917379379272461,0.7427697658538819,0.3550071716308594,0.8016170501708985,0.6789900302886963,0.6953834056854248,0.4810903072357178,0.7356127262115478,0.7777317047119141,0.6970216274261475,0.3911093711853027,0.9248222351074219,0.8168177604675293,0.8319012641906738,0.8037759780883789,0.6423334598541259,1.0416628837585449,0.5763426303863526,1.0363451004028321,0.8756376266479492,1.3309383392333984,0.8553328514099121,1.3204547882080078,0,1,0,0
101_jpg.rf.f9859f24b63e129eb973fe56aeadeea0.jpg,0.3344153642654419,0.7763548374176026,0.31771767139434814,0.7263668060302735,0.2998266458511353,0.7801531791687013,0.3727781057357788,0.6554104328155518,0.327615213394165,0.7772034645080567,0.6768086433410645,0.6442169189453125,0.5511956691741944,0.7725181579589844,1.0238513946533203,0.8537500381469727,0.7202793598175049,0.9289885520935058,0.6142450332641601,0.7310874938964844,0.5059710502624511,0.8121042251586914,1.071080207824707,0.7468752384185791,0.982267189025879,0.7909677982330322,0.997801685333252,0.6547011375427246,0.9176592826843262,0.7281879901885986,1.1927483558654786,0.7487090587615967,1.145784282684326,0.8049430847167969,0,1,0,0
102_jpg.rf.3e87c3d3b2d18836e6806b2917ae8b83.jpg,0.33815991878509516,0.955873966217041,0.29571175575256353,0.9240074157714844,0.3124658823013306,0.9560563087463378,0.28670315742492675,0.8136597633361816,0.31182866096496575,0.89120454788208,0.4706078052520752,0.7455154418945312,0.4559445858001709,0.7860477447509766,0.6834044456481934,0.9347951889038086,0.582179594039917,0.8977485656738281,0.40610299110412595,0.9717692375183106,0.4443399429321289,0.9634547233581543,0.8204645156860352,0.6828896045684815,0.8168020248413086,0.7067388534545899,0.8910717964172363,0.9430276870727539,0.9135851860046387,0.9379386901855469,1.1690764427185059,0.9282279014587402,1.1343647956848144,0.8655295372009277,0,1,0,0
102_jpg.rf.5c12c7f157d24ba5cf35219cfb975187.jpg,0.5973783016204834,0.32839126586914064,0.6279994010925294,0.2972775220870972,0.6022523880004883,0.30978367328643797,0.7267213821411133,0.2906898021697998,0.6568834781646729,0.3038416862487793,0.7853639125823975,0.42602171897888186,0.7263456821441651,0.42053442001342767,0.6266641616821289,0.6498909950256349,0.6259209632873536,0.6135988712310791,0.6163431167602539,0.4294771194458008,0.5916012287139892,0.4290668487548828,0.9288660049438476,0.8282879829406739,0.8815099716186523,0.8171004295349121,0.4755033016204834,0.7833802700042725,0.47458343505859374,0.773246955871582,0.6612096786499023,1.1299400329589844,0.6849405288696289,1.0983102798461915,0,1,0,0
102_jpg.rf.b20faac6c031f71dfc0f13cb6f20f949.jpg,0.6160693645477295,0.3365968227386475,0.6493985652923584,0.2959808349609375,0.6042501926422119,0.3149592161178589,0.7398828029632568,0.2717371225357056,0.6325962543487549,0.3003482580184937,0.7835662364959717,0.399706768989563,0.7055742263793945,0.41162023544311516,0.613378381729126,0.6262838840484619,0.6106759548187256,0.5963345527648927,0.6203418731689453,0.43056464195251465,0.5917897224426271,0.3901637792587281,0.9459484100341797,0.8219706535339355,0.8849520683288574,0.8257257461547851,0.48965139389038076,0.7826263427734375,0.48288931846618655,0.8005989074707032,0.6848469257354737,1.1631462097167968,0.7036227226257326,1.1628143310546875,0,1,0,0
103_jpg.rf.5e1353c2e7b4d8d227017404786fbbb5.jpg,0.7748136043548584,0.7662222385406494,0.7644415855407715,0.742973518371582,0.753106689453125,0.7524237155914306,0.7821373462677002,0.7305537700653076,0.7523554801940919,0.7626006126403808,0.8555099487304687,0.7769045352935791,0.8342806816101074,0.7707772254943849,0.8467568397521973,0.8189155578613281,0.5474680900573731,0.7607264995574952,0.9601831436157227,0.7997545719146728,0.23046374320983887,0.7220718383789062,0.9341160774230957,0.7707555770874024,0.9248798370361329,0.7446846485137939,0.6599683284759521,0.7523278236389161,0.5824435710906982,0.7250972270965577,0.46453542709350576,0.7060857772827148,0.27062549591064455,0.6516578674316407,0,0,0,1
