filename,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17
100_jpg.rf.1b537eff4b5b06aaead61d0ea2bbc1e9.jpg,190.59385681152344,478.9881591796875,185.12362670898438,464.36090087890625,186.1725311279297,475.8962707519531,192.08370971679688,440.5289611816406,188.93490600585938,466.3220520019531,231.9722900390625,422.3971862792969,261.9580383300781,468.9020690917969,260.8304138183594,479.6860656738281,291.92852783203125,545.8316650390625,200.57225036621094,466.91986083984375,187.93907165527344,557.9327392578125,479.37384033203125,361.4610290527344,494.466796875,398.9023132324219,592.6246337890625,500.646484375,613.7860107421875,528.9268798828125,783.709716796875,507.468505859375,773.328857421875,526.2265625
100_jpg.rf.a546b7b235a5666e5820b210ec2d4b09.jpg,265.24566650390625,436.41619873046875,249.62339782714844,424.4473571777344,254.16326904296875,440.08837890625,234.18701171875,417.1041564941406,239.5048828125,455.5754699707031,257.7806091308594,413.4280700683594,256.9701232910156,451.4427185058594,263.33026123046875,433.29315185546875,242.78993225097656,467.68994140625,186.3585205078125,458.9001770019531,199.5878448486328,466.9039611816406,332.04180908203125,465.94451904296875,329.50042724609375,490.97698974609375,419.5601501464844,377.34423828125,433.95697021484375,403.3267822265625,488.5549621582031,557.7615966796875,480.6894836425781,565.0064697265625
100_jpg.rf.e400a72eadcb4711fa7d3d8af2b8c8d8.jpg,163.82498168945312,479.291259765625,152.4803924560547,457.9793395996094,137.8863525390625,480.1709289550781,148.4942169189453,445.2001037597656,96.21379089355469,502.1543884277344,214.3449249267578,439.8190002441406,119.46134948730469,520.3592529296875,267.6866455078125,423.9411315917969,152.44747924804688,550.4526977539062,179.88360595703125,453.3318176269531,140.01197814941406,522.6844482421875,315.9193115234375,514.4918212890625,252.17652893066406,554.3946533203125,415.2495422363281,390.9677429199219,394.1795654296875,409.708740234375,474.0599060058594,585.3640747070312,476.5905456542969,550.7162475585938
101_jpg.rf.6e402620b877103d87cc23f963d32e06.jpg,814.126220703125,411.02691650390625,819.3369140625,403.0496520996094,823.265380859375,402.3567810058594,826.0538330078125,420.4211730957031,836.2870483398438,420.9713439941406,789.7265625,493.951904296875,787.470458984375,486.2678527832031,707.5636596679688,596.80078125,738.1854248046875,593.6043090820312,794.3843383789062,415.71331787109375,823.924072265625,408.7176208496094,618.6351928710938,557.8305053710938,619.0247192382812,544.032958984375,510.6129150390625,424.56103515625,523.1474609375,419.0110168457031,413.1762390136719,481.3663330078125,417.985595703125,484.8519287109375
101_jpg.rf.effd735d180e4e55758f8faa8c7aff77.jpg,458.99090576171875,132.54452514648438,486.69830322265625,112.93721008300781,464.9827575683594,113.80882263183594,542.1121826171875,123.8801498413086,485.455322265625,113.73262023925781,566.1317138671875,250.7122802734375,475.3726501464844,227.20458984375,513.034912109375,434.5536193847656,445.0453796386719,307.8977966308594,470.7921447753906,497.748291015625,446.0938415527344,250.30999755859375,591.88623046875,522.7633666992188,532.4168090820312,514.4166259765625,411.0934143066406,666.6642456054688,368.8592834472656,663.2608642578125,560.4080810546875,851.800537109375,547.4130249023438,845.091064453125
101_jpg.rf.f9859f24b63e129eb973fe56aeadeea0.jpg,214.0258331298828,496.8670959472656,203.3393096923828,464.874755859375,191.88905334472656,499.29803466796875,238.57798767089844,419.4626770019531,209.67373657226562,497.41021728515625,433.15753173828125,412.298828125,352.7652282714844,494.41162109375,655.264892578125,546.4000244140625,460.9787902832031,594.5526733398438,393.1168212890625,467.89599609375,323.82147216796875,519.7467041015625,685.4913330078125,478.0001525878906,628.6510009765625,506.2193908691406,638.5930786132812,419.00872802734375,587.3019409179688,466.0403137207031,763.3589477539062,479.1737976074219,733.3019409179688,515.16357421875
102_jpg.rf.3e87c3d3b2d18836e6806b2917ae8b83.jpg,216.42234802246094,611.7593383789062,189.25552368164062,591.36474609375,199.97816467285156,611.8760375976562,183.49002075195312,520.7422485351562,199.57034301757812,570.3709106445312,301.1889953613281,477.1298828125,291.8045349121094,503.070556640625,437.37884521484375,598.2689208984375,372.5949401855469,574.55908203125,259.9059143066406,621.9323120117188,284.3775634765625,616.6110229492188,525.0972900390625,437.0493469238281,522.7532958984375,452.3128662109375,570.2859497070312,603.5377197265625,584.6945190429688,600.28076171875,748.2089233398438,594.0658569335938,725.9934692382812,553.9389038085938
102_jpg.rf.5c12c7f157d24ba5cf35219cfb975187.jpg,382.3221130371094,210.17041015625,401.91961669921875,190.2576141357422,385.4415283203125,198.2615509033203,465.1016845703125,186.04147338867188,420.4054260253906,194.45867919921875,502.6329040527344,272.6539001464844,464.8612365722656,269.14202880859375,401.0650634765625,415.93023681640625,400.58941650390625,392.7032775878906,394.4595947265625,274.8653564453125,378.6247863769531,274.602783203125,594.4742431640625,530.1043090820312,564.1663818359375,522.9442749023438,304.3221130371094,501.3633728027344,303.7333984375,494.8780517578125,423.1741943359375,723.16162109375,438.3619384765625,702.9185791015625
102_jpg.rf.b20faac6c031f71dfc0f13cb6f20f949.jpg,394.2843933105469,215.42196655273438,415.6150817871094,189.427734375,386.7201232910156,201.5738983154297,473.5249938964844,173.91175842285156,404.8616027832031,192.22288513183594,501.4823913574219,255.8123321533203,451.5675048828125,263.43695068359375,392.5621643066406,400.8216857910156,390.8326110839844,381.65411376953125,397.018798828125,275.5613708496094,378.74542236328125,249.70481872558594,605.406982421875,526.0612182617188,566.3693237304688,528.4644775390625,313.37689208984375,500.880859375,309.0491638183594,512.38330078125,438.3020324707031,744.41357421875,450.31854248046875,744.201171875
103_jpg.rf.5e1353c2e7b4d8d227017404786fbbb5.jpg,495.8807067871094,490.3822326660156,489.24261474609375,475.5030517578125,481.98828125,481.5511779785156,500.5679016113281,467.5544128417969,481.50750732421875,488.06439208984375,547.5263671875,497.2189025878906,533.9396362304688,493.29742431640625,541.9243774414062,524.10595703125,350.37957763671875,486.8649597167969,614.5172119140625,511.8429260253906,147.49679565429688,462.1259765625,597.8342895507812,493.2835693359375,591.923095703125,476.5981750488281,422.3797302246094,481.48980712890625,372.7638854980469,464.0622253417969,297.30267333984375,451.8948974609375,173.2003173828125,417.06103515625
